Reading Profile files in /users/misc/raditya/Mar29/traces/profile.*

FUNCTION SUMMARY (total):
---------------------------------------------------------------------------------------
%Time    Exclusive    Inclusive       #Call      #Subrs  Inclusive Name
              msec   total msec                          usec/call 
---------------------------------------------------------------------------------------
  0.0           33           33       76207           0          0 libmetis__rpqInsert 
  0.0            2           31        2648        5296         12 libmetis__rpqCreate 
  0.0           31           31      100227           0          0 libparmetis__BSearch 
  0.0            3           27        2648        5296         10 libmetis__rpqInit 
  0.0           17           26         842        1684         31 libmetis__ismalloc 
  0.0           16           22       11778       24168          2 gk_free 
  0.0           22           22      101464           0          0 MPI_Get_count() 
  0.0            8           20       15546       15546          1 libparmetis__wspacemalloc 
  0.0            1           19        2648        2648          7 libmetis__rkvmalloc 
  0.0           11           19       23577       24483          1 gk_mcoreMalloc 
  0.0           18           18        9093           0          2 libmetis__iset 
  0.0           17           17       39765           0          0 libmetis__rpqGetTop 
  0.0        0.728           17         585        1170         30 libmetis__CreateGraph 
  0.0           16           16         585           0         28 libmetis__InitGraph 
  0.0            4           15        7802        7802          2 libparmetis__iwspacemalloc 
  0.0           14           14        2868           0          5 libmetis__icopy 
  0.0            3           13         449        1796         30 libmetis__Project2WayPartition 
  0.0            3           13        7965        7965          2 libmetis__iwspacemalloc 
  0.0           11           12          24          96        503 libparmetis__FreeInitialGraphAndRemap 
  0.0            3           10        5728        5728          2 libparmetis__rwspacemalloc 
  0.0            3           10        8031        8031          1 libmetis__wspacemalloc 
  0.0            3            9          72         592        131 libmetis__SetupCtrl 
  0.0            8            9         240         123         38 libparmetis__CommUpdateNnbrs 
  0.0            2            8        2648        5296          3 libmetis__rpqDestroy 
  0.0            5            8       23873         177          0 libparmetis__cnbrpoolGetNext 
  0.0            8            8        1008           0          8 libparmetis__FastRandomPermute 
  0.0            7            7       31783           0          0 gk_mcoreAdd 
  0.0            5            7        8206        8206          1 gk_mcorePush 
  0.0            1            6         585        3807         11 libmetis__FreeGraph 
  0.0            4            6        1275        1295          5 libmetis__Balance2Way 
  0.0            6            6       24412           0          0 gk_gkmcoreDel 
  0.0            3            6        8206         906          1 gk_mcorePop 
  0.0            1            5         240         720         25 libparmetis__FreeGraph 
  0.0            5            5       24508           0          0 gk_gkmcoreAdd 
  0.0        0.918            5          72          72         75 libmetis__InitRandom 
  0.0            1            5         585        3510          9 libmetis__Allocate2WayPartitionMemory 
  0.0            2            4        2648        5296          2 gk_idxsmalloc 
  0.0            1            4        2648        2648          2 libmetis__rpqFree 
  0.0            1            4        2016        2016          2 libparmetis__ikvwspacemalloc 
  0.0            2            4          48        5693         95 libmetis__ProjectKWayPartition 
  0.0            4            4          72          72         63 libmetis__isrand 
  0.0            1            3        3188        3188          1 libmetis__wspacepush 
  0.0            3            3         432           0          9 libmetis__ikvsortii 
  0.0            3            3         316         560         12 gk_realloc 
  0.0            3            3          96         120         38 gk_malloc_init 
  0.0        0.233            3         264         264         13 libparmetis__FreeNonGraphFields 
  0.0            1            3         497        1988          6 libmetis__BucketSortKeysInc 
  0.0            1            2        3188        3188          1 libmetis__wspacepop 
  0.0         0.34            2         673         673          4 libmetis__FreeRData 
  0.0            2            2       10026           0          0 libmetis__rpqDelete 
  0.0        0.615            2          24          72         87 libparmetis__FreeCtrl 
  0.0        0.932            2          72         416         28 libmetis__SetupGraph 
  0.0            1            1         839        1678          2 libmetis__Compute2WayPartitionParams 
  0.0        0.669            1        1321        1321          1 libmetis__rmalloc 
  0.0        0.387            1          20        1371         76 libmetis__Bnd2WayBalance 
  0.0            1            1        6131          16          0 libmetis__cnbrpoolGetNext 
  0.0            1            1        4032           0          0 libmetis__rset 
  0.0        0.078            1         112         112         11 gk_mcoreDestroy 
  0.0            1            1          96         120         13 gk_malloc_cleanup 
  0.0        0.047            1          24          48         50 libparmetis__FreeWSpace 
  0.0            1            1         897           0          1 libparmetis__RandomPermute 
  0.0            1            1        4656           0          0 libmetis__rpqReset 
  0.0        0.617        0.993         336         672          3 libmetis__rsmalloc 
  0.0        0.985        0.985          24           0         41 libparmetis__ComputeSerialEdgeCut 
  0.0        0.298        0.982          72         144         14 libmetis__FreeCtrl 
  0.0          0.8        0.937          40         120         23 libparmetis__KeepPart 
  0.0        0.487        0.922         264         528          3 libparmetis__CreateGraph 
  0.0        0.898        0.898        1137           0          1 libmetis__isum 
  0.0        0.864        0.864        1584           0          1 libmetis__isorti 
  0.0        0.132        0.847         112         336          8 gk_mcoreCreate 
  0.0        0.651        0.829          16         830         52 libmetis__ComputeKWayPartitionParams 
  0.0        0.705        0.705        1720           0          0 libmetis__rcopy 
  0.0        0.094        0.683          88          88          8 libmetis__AllocateWorkSpace 
  0.0        0.674        0.674        2648           0          0 gk_idxset 
  0.0        0.638        0.638         480           0          1 libmetis__iincset 
  0.0        0.204        0.602         216         216          3 libmetis__ikvmalloc 
  0.0        0.575        0.575         240           0          2 libparmetis__rargmin_strd 
  0.0        0.306        0.563          88         176          6 libmetis__FreeWorkSpace 
  0.0        0.561        0.561         240           0          2 libparmetis__rargmax_strd 
  0.0         0.56         0.56        1824           0          0 libparmetis__ravg 
  0.0        0.109         0.51          64         320          8 libmetis__AllocateKWayPartitionMemory 
  0.0        0.213        0.471          24          24         20 libparmetis__AllocateWSpace 
  0.0        0.161        0.462          48          48         10 libparmetis__gkMPI_Comm_free 
  0.0        0.278        0.447         120         120          4 libparmetis__gkMPI_Comm_size 
  0.0        0.151        0.401           8          56         50 libmetis__SplitGraphPart 
  0.0        0.374        0.374        1475           0          0 libmetis__ComputeLoadImbalanceDiff 
  0.0        0.245        0.345          64          64          5 libmetis__rwspacemalloc 
  0.0        0.342        0.342          72           0          5 MPI_Comm_free() 
  0.0        0.272        0.336          24          24         14 libparmetis__SetupGraph_nvwgts 
  0.0        0.112         0.29          24          72         12 libparmetis__ComputeSerialBalance 
  0.0        0.156        0.274         144         144          2 libparmetis__gkMPI_Comm_rank 
  0.0        0.086        0.231          56          56          4 libmetis__SetupGraph_label 
  0.0        0.037        0.208          24          24          9 libparmetis__AllocateRefinementWorkSpace 
  0.0        0.041        0.206          16         128         13 libmetis__SetupSplitGraph 
  0.0        0.161        0.198          96          96          2 gk_gkmcorePush 
  0.0        0.184        0.184         144           0          1 MPI_Comm_size() 
  0.0        0.168        0.168          72           0          2 gk_sigtrap 
  0.0        0.139        0.139         379           0          0 libparmetis__IsHBalanceBetterFT 
  0.0        0.137        0.137         497           0          0 libmetis__ReAdjustMemory 
  0.0        0.133        0.133          72           0          2 gk_randinit 
  0.0        0.121        0.121          72           0          2 gk_siguntrap 
  0.0        0.054        0.121           2           4         60 libmetis__Match_2Hop 
  0.0        0.118        0.118         144           0          1 MPI_Comm_rank() 
  0.0        0.111        0.111         264           0          0 libparmetis__InitGraph 
  0.0        0.101        0.101         328           0          0 libmetis__rsum 
  0.0        0.075        0.099          72          72          1 libmetis__CheckParams 
  0.0        0.047        0.092          88          88          1 libmetis__SetupGraph_tvwgt 
  0.0        0.035        0.077          48          48          2 gk_imalloc 
  0.0        0.043        0.058          40          40          1 METIS_SetDefaultOptions 
  0.0        0.054        0.054          24           0          2 gk_gkmcoreCreate 
  0.0        0.015         0.05          16          16          3 libmetis__AllocateRefinementWorkSpace 
  0.0        0.028        0.047           2          12         24 libmetis__Match_2HopAll 
  0.0        0.028        0.042          48          48          1 libmetis__IsBalanced 
  0.0        0.036         0.04          16          16          2 libmetis__ComputeKWayBoundary 
  0.0        0.037        0.037          64           0          1 libmetis__Setup2WayBalMultipliers 
  0.0        0.028        0.028         128           0          0 libmetis__rscale 
  0.0        0.026        0.026          96           0          0 gk_gkmcorePop 
  0.0        0.021        0.021          72           0          0 libmetis__metis_rcode 
  0.0        0.006         0.02           2          10         10 libmetis__Match_2HopAny 
  0.0         0.02         0.02          24           0          1 libparmetis__ParallelReMapGraph 
  0.0        0.017        0.017          48           0          0 gk_GetCurMemoryUsed 
  0.0        0.016        0.016          33           0          0 libparmetis__IsHBalanceBetterTT 
  0.0        0.013        0.013          24           0          1 gk_gkmcoreDestroy 
  0.0        0.011        0.011          64           0          0 libmetis__cnbrpoolReset 
  0.0        0.008        0.008          16           0          0 libmetis__SetupKWayBalMultipliers 
  0.0        0.008        0.008          24           0          0 libparmetis__InitTimers 
  0.0        0.007        0.007          16           0          0 gk_log2 
  0.0        0.001        0.006           1           1          6 gk_cmalloc 
  0.0        0.002        0.006           2           2          3 libmetis__ikvwspacemalloc 

FUNCTION SUMMARY (mean):
---------------------------------------------------------------------------------------
%Time    Exclusive    Inclusive       #Call      #Subrs  Inclusive Name
              msec   total msec                          usec/call 
---------------------------------------------------------------------------------------
100.0            1       21,917           1           1   21917241 .TAU application
100.0          970       21,915           1          13   21915769 main 
 93.8            1       20,566           1          16   20566488 ParMETIS_V3_PartKway 
 91.9            2       20,131          10         268    2013125 libparmetis__Global_Partition 
 50.6         0.51       11,082         330         330      33582 libparmetis__gkMPI_Allreduce 
 50.6       11,081       11,081         330           0      33580 MPI_Allreduce() 
 45.8            4       10,029           9     4475.42    1114335 libparmetis__KWayFM 
 14.5            9        3,188          83          83      38410 libparmetis__rprintf 
 14.5        0.109        3,178          83          83      38300 libparmetis__gkMPI_Barrier 
 14.5        3,178        3,178          83           0      38299 MPI_Barrier() 
 14.4        0.521        3,148          43         430      73226 libparmetis__ComputeParallelBalance 
 14.3        0.438        3,135         472         472       6643 libparmetis__gkMPI_Waitall 
 14.3        3,134        3,134         472           0       6642 MPI_Waitall() 
 12.7            5        2,790           9        4205     310089 libparmetis__Match_Global 
 10.6            1        2,317     2435.17     2435.17        952 libparmetis__gkMPI_Wait 
 10.6        2,316        2,316     2435.17           0        951 MPI_Wait() 
  8.6            3        1,886         102     7488.33      18497 libparmetis__CommChangedInterfaceData 
  8.3       0.0646        1,823          55          55      33163 libparmetis__GlobalSESum 
  3.7            4          809           9     5359.79      89907 libparmetis__CreateCoarseGraph_Global 
  3.6            1          789          10     1022.33      78985 libparmetis__ComputePartitionParams 
  3.3            1          726          37     1484.67      19643 libparmetis__CommInterfaceData 
  2.2            4          472          10     589.667      47213 libparmetis__CommSetup 
  2.0            1          442           1          40     442340 libparmetis__InitPartition 
  1.8       0.0114          389          10          10      38944 libparmetis__GlobalSEMaxFloat 
  1.7      0.00925          362          10          10      36268 libparmetis__GlobalSEMin 
  1.5       0.0103          338          10          10      33887 libparmetis__GlobalSEMinFloat 
  1.5       0.0133          322          11          11      29292 libparmetis__GlobalSEMax 
  1.4            6          297           1     18.9583     297036 ParallelReadGraph 
  1.2       0.0187          254          10          10      25492 libparmetis__gkMPI_Alltoall 
  1.2          254          254          10           0      25490 MPI_Alltoall() 
  1.1       0.0174          249          10          10      24911 libparmetis__gkMPI_Allgather 
  1.1          249          249          10           0      24909 MPI_Allgather() 
  1.0          210          210     4.79167           0      43835 MPI_Recv() 
  1.0        0.004          209     3.83333     3.83333      54778 libparmetis__gkMPI_Recv 
  0.8        0.293          185           9     470.333      20647 libparmetis__ProjectPartition 
  0.8      0.00454          170           1           3     170897 libparmetis__PrintPostPartInfo 
  0.6      0.00525          127           1           1     127737 libparmetis__gkMPI_Comm_split 
  0.6          127          127           1           0     127732 MPI_Comm_split() 
  0.4        0.126           92           1          18      92190 libparmetis__AssembleAdaptiveGraph 
  0.4           91           91           2           0      45619 MPI_Comm_dup() 
  0.4        0.294           76           1           4      76886 libparmetis__CheckInputsPartKway 
  0.3       0.0123           76           1           1      76587 libparmetis__GlobalSESumComm 
  0.3        0.194           70           1          10      70936 libparmetis__SetupCtrl 
  0.3       0.0341           70          38          38       1859 libparmetis__gkMPI_Bcast 
  0.3           70           70          38           0       1858 MPI_Bcast() 
  0.3        0.036           70           1           5      70179 libparmetis__gkMPI_Allgatherv 
  0.3           70           70           1           0      70136 MPI_Allgatherv() 
  0.2      0.00162           45           1           1      45675 libparmetis__GlobalSEMinComm 
  0.2       0.0268           38           1           3      38061 libparmetis__SetupGraph 
  0.2       0.0148           38           1           3      38009 libparmetis__SetupCtrl_invtvwgts 
  0.1            1           28     2.33333     23.3333      12357 METIS_PartGraphRecursive 
  0.1           27           27     4.79167           0       5810 MPI_Send() 
  0.1        0.102           27     2.66667          25      10232 libmetis__MlevelRecursiveBisection 
  0.1        0.881           27     2.66667     37.5833      10169 libmetis__MultilevelBisect 
  0.1            7           25           1     5.83333      25051 WritePVector 
  0.1            3           21     5371.33     5371.33          4 libparmetis__gkMPI_Isend 
  0.1       0.0437           19      53.125      53.125        369 libmetis__FM_2WayRefine 
  0.1            5           19      53.125       14249        368 libmetis__FM_2WayCutRefine 
  0.1           18           18     5371.33           0          4 MPI_Isend() 
  0.1       0.0669           17    0.666667           8      25892 METIS_PartGraphKway 
  0.1        0.207           17    0.666667     7.33333      25749 libmetis__MlevelKWayPartitioning 
  0.1       0.0162           13    0.666667     2.66667      20414 libmetis__InitKWayPartitioning 
  0.1       0.0356           11     5.66667      73.125       2083 libmetis__Refine2Way 
  0.0       0.0161           10     5.66667     5.66667       1846 libmetis__Init2WayPartition 
  0.0            1           10     5.66667     219.833       1843 libmetis__GrowBisection 
  0.0      0.00179           10     3.83333     3.83333       2637 libparmetis__gkMPI_Send 
  0.0            1            8         124     5342.83         72 libmetis__irandArrayPermute 
  0.0            3            7     5371.58     5371.58          1 libmetis__irandInRange 
  0.0            4            4     46.0833           0        106 libmetis__ikvsorti 
  0.0            2            4     5371.33     5371.33          1 libparmetis__gkMPI_Irecv 
  0.0            2            4     5371.58     5371.58          1 libmetis__irand 
  0.0       0.0256            4     6.33333     38.4167        665 libmetis__CoarsenGraph 
  0.0        0.532            4     20.7083     207.167        201 libmetis__Match_SHEM 
  0.0            1            3    0.666667     8.58333       4601 libmetis__RefineKWay 
  0.0            1            2     4227.67     4227.67          1 libparmetis__gkMPI_Get_count 
  0.0            2            2     8381.21           0          0 libmetis__rpqUpdate 
  0.0            2            2     1013.17        1004          3 gk_malloc 
  0.0            2            2     5371.33           0          0 MPI_Irecv() 
  0.0        0.024            2     20.7083     20.7083        108 libmetis__CreateCoarseGraph 
  0.0        0.482            2     20.7083     144.958        107 libmetis__CreateCoarseGraphNoMask 
  0.0            1            1     5371.58           0          0 gk_randint64 
  0.0       0.0477            1     20.7083     144.958         78 libmetis__SetupCoarseGraph 
  0.0       0.0156            1        3.25        3.25        495 libmetis__Greedy_KWayOptimize 
  0.0        0.728            1        3.25     211.792        490 libmetis__Greedy_KWayCutOptimize 
  0.0        0.234            1     461.542     461.542          3 libmetis__imalloc 
  0.0            1            1     3175.29           0          0 libmetis__rpqInsert 
  0.0       0.0946            1     110.333     220.667         12 libmetis__rpqCreate 
  0.0            1            1     4176.12           0          0 libparmetis__BSearch 
  0.0        0.142            1     110.333     220.667         10 libmetis__rpqInit 
  0.0        0.716            1     35.0833     70.1667         31 libmetis__ismalloc 
  0.0         0.69        0.948      490.75        1007          2 gk_free 
  0.0        0.929        0.929     4227.67           0          0 MPI_Get_count() 
  0.0        0.336        0.875      647.75      647.75          1 libparmetis__wspacemalloc 
  0.0       0.0542        0.803     110.333     110.333          7 libmetis__rkvmalloc 
  0.0        0.494        0.802     982.375     1020.12          1 gk_mcoreMalloc 
  0.0        0.761        0.761     378.875           0          2 libmetis__iset 
  0.0        0.739        0.739     1656.88           0          0 libmetis__rpqGetTop 
  0.0       0.0303        0.724      24.375       48.75         30 libmetis__CreateGraph 
  0.0        0.674        0.674      24.375           0         28 libmetis__InitGraph 
  0.0        0.194        0.643     325.083     325.083          2 libparmetis__iwspacemalloc 
  0.0        0.622        0.622       119.5           0          5 libmetis__icopy 
  0.0         0.16         0.57     18.7083     74.8333         30 libmetis__Project2WayPartition 
  0.0        0.153        0.567     331.875     331.875          2 libmetis__iwspacemalloc 
  0.0        0.474        0.503           1           4        503 libparmetis__FreeInitialGraphAndRemap 
  0.0        0.137        0.422     238.667     238.667          2 libparmetis__rwspacemalloc 
  0.0        0.155        0.418     334.625     334.625          1 libmetis__wspacemalloc 
  0.0         0.14        0.394           3     24.6667        131 libmetis__SetupCtrl 
  0.0        0.369        0.375          10       5.125         38 libparmetis__CommUpdateNnbrs 
  0.0       0.0925        0.375     110.333     220.667          3 libmetis__rpqDestroy 
  0.0        0.208        0.348     994.708       7.375          0 libparmetis__cnbrpoolGetNext 
  0.0        0.341        0.341          42           0          8 libparmetis__FastRandomPermute 
  0.0        0.319        0.319     1324.29           0          0 gk_mcoreAdd 
  0.0         0.21        0.307     341.917     341.917          1 gk_mcorePush 
  0.0       0.0561        0.278      24.375     158.625         11 libmetis__FreeGraph 
  0.0        0.192        0.269      53.125     53.9583          5 libmetis__Balance2Way 
  0.0        0.264        0.264     1017.17           0          0 gk_gkmcoreDel 
  0.0        0.165        0.252     341.917       37.75          1 gk_mcorePop 
  0.0        0.042        0.245          10          30         25 libparmetis__FreeGraph 
  0.0        0.238        0.238     1021.17           0          0 gk_gkmcoreAdd 
  0.0       0.0382        0.226           3           3         75 libmetis__InitRandom 
  0.0       0.0438        0.226      24.375      146.25          9 libmetis__Allocate2WayPartitionMemory 
  0.0       0.0989        0.208     110.333     220.667          2 gk_idxsmalloc 
  0.0       0.0557        0.201     110.333     110.333          2 libmetis__rpqFree 
  0.0       0.0581        0.199          84          84          2 libparmetis__ikvwspacemalloc 
  0.0         0.09        0.191           2     237.208         95 libmetis__ProjectKWayPartition 
  0.0        0.182        0.188           3           3         63 libmetis__isrand 
  0.0       0.0664        0.164     132.833     132.833          1 libmetis__wspacepush 
  0.0         0.16         0.16          18           0          9 libmetis__ikvsortii 
  0.0        0.145        0.154     13.1667     23.3333         12 gk_realloc 
  0.0        0.142        0.152           4           5         38 gk_malloc_init 
  0.0      0.00971         0.14          11          11         13 libparmetis__FreeNonGraphFields 
  0.0       0.0522        0.131     20.7083     82.8333          6 libmetis__BucketSortKeysInc 
  0.0       0.0633        0.117     132.833     132.833          1 libmetis__wspacepop 
  0.0       0.0142        0.107     28.0417     28.0417          4 libmetis__FreeRData 
  0.0        0.105        0.105      417.75           0          0 libmetis__rpqDelete 
  0.0       0.0256       0.0871           1           3         87 libparmetis__FreeCtrl 
  0.0       0.0388        0.085           3     17.3333         28 libmetis__SetupGraph 
  0.0       0.0657       0.0827     34.9583     69.9167          2 libmetis__Compute2WayPartitionParams 
  0.0       0.0279       0.0734     55.0417     55.0417          1 libmetis__rmalloc 
  0.0       0.0161       0.0632    0.833333      57.125         76 libmetis__Bnd2WayBalance 
  0.0       0.0535       0.0619     255.458    0.666667          0 libmetis__cnbrpoolGetNext 
  0.0       0.0568       0.0568         168           0          0 libmetis__rset 
  0.0      0.00325       0.0518     4.66667     4.66667         11 gk_mcoreDestroy 
  0.0       0.0493       0.0509           4           5         13 gk_malloc_cleanup 
  0.0      0.00196       0.0504           1           2         50 libparmetis__FreeWSpace 
  0.0       0.0431       0.0431      37.375           0          1 libparmetis__RandomPermute 
  0.0       0.0431       0.0431         194           0          0 libmetis__rpqReset 
  0.0       0.0257       0.0414          14          28          3 libmetis__rsmalloc 
  0.0        0.041        0.041           1           0         41 libparmetis__ComputeSerialEdgeCut 
  0.0       0.0124       0.0409           3           6         14 libmetis__FreeCtrl 
  0.0       0.0333        0.039     1.66667           5         23 libparmetis__KeepPart 
  0.0       0.0203       0.0384          11          22          3 libparmetis__CreateGraph 
  0.0       0.0374       0.0374      47.375           0          1 libmetis__isum 
  0.0        0.036        0.036          66           0          1 libmetis__isorti 
  0.0       0.0055       0.0353     4.66667          14          8 gk_mcoreCreate 
  0.0       0.0271       0.0345    0.666667     34.5833         52 libmetis__ComputeKWayPartitionParams 
  0.0       0.0294       0.0294     71.6667           0          0 libmetis__rcopy 
  0.0      0.00392       0.0285     3.66667     3.66667          8 libmetis__AllocateWorkSpace 
  0.0       0.0281       0.0281     110.333           0          0 gk_idxset 
  0.0       0.0266       0.0266          20           0          1 libmetis__iincset 
  0.0       0.0085       0.0251           9           9          3 libmetis__ikvmalloc 
  0.0        0.024        0.024          10           0          2 libparmetis__rargmin_strd 
  0.0       0.0127       0.0235     3.66667     7.33333          6 libmetis__FreeWorkSpace 
  0.0       0.0234       0.0234          10           0          2 libparmetis__rargmax_strd 
  0.0       0.0233       0.0233          76           0          0 libparmetis__ravg 
  0.0      0.00454       0.0213     2.66667     13.3333          8 libmetis__AllocateKWayPartitionMemory 
  0.0      0.00887       0.0196           1           1         20 libparmetis__AllocateWSpace 
  0.0      0.00671       0.0192           2           2         10 libparmetis__gkMPI_Comm_free 
  0.0       0.0116       0.0186           5           5          4 libparmetis__gkMPI_Comm_size 
  0.0      0.00629       0.0167    0.333333     2.33333         50 libmetis__SplitGraphPart 
  0.0       0.0156       0.0156     61.4583           0          0 libmetis__ComputeLoadImbalanceDiff 
  0.0       0.0102       0.0144     2.66667     2.66667          5 libmetis__rwspacemalloc 
  0.0       0.0143       0.0143           3           0          5 MPI_Comm_free() 
  0.0       0.0113        0.014           1           1         14 libparmetis__SetupGraph_nvwgts 
  0.0      0.00467       0.0121           1           3         12 libparmetis__ComputeSerialBalance 
  0.0       0.0065       0.0114           6           6          2 libparmetis__gkMPI_Comm_rank 
  0.0      0.00358      0.00962     2.33333     2.33333          4 libmetis__SetupGraph_label 
  0.0      0.00154      0.00867           1           1          9 libparmetis__AllocateRefinementWorkSpace 
  0.0      0.00171      0.00858    0.666667     5.33333         13 libmetis__SetupSplitGraph 
  0.0      0.00671      0.00825           4           4          2 gk_gkmcorePush 
  0.0      0.00767      0.00767           6           0          1 MPI_Comm_size() 
  0.0        0.007        0.007           3           0          2 gk_sigtrap 
  0.0      0.00579      0.00579     15.7917           0          0 libparmetis__IsHBalanceBetterFT 
  0.0      0.00571      0.00571     20.7083           0          0 libmetis__ReAdjustMemory 
  0.0      0.00554      0.00554           3           0          2 gk_randinit 
  0.0      0.00504      0.00504           3           0          2 gk_siguntrap 
