Reading Profile files in /users/misc/raditya/Mar29/traces/profile.*

FUNCTION SUMMARY (total):
---------------------------------------------------------------------------------------
%Time    Exclusive    Inclusive       #Call      #Subrs  Inclusive Name
              msec   total msec                          usec/call 
---------------------------------------------------------------------------------------
  0.0           35           35       87574           0          0 MPI_Irecv() 
  0.0           25           34      124549         149          0 libparmetis__cnbrpoolGetNext 
  0.0           18           27         722        1444         38 libmetis__ismalloc 
  0.0           17           17        2062           0          9 libmetis__icopy 
  0.0           16           16        1730           0         10 libmetis__iset 
  0.0            5           16       11254       11254          1 libparmetis__wspacemalloc 
  0.0           15           15       70896           0          0 MPI_Get_count() 
  0.0           10           12        1380        5411          9 gk_free 
  0.0           10           12        5559        5339          2 gk_malloc 
  0.0           11           11         744           0         16 libmetis__isum 
  0.0            3           11        5782        5782          2 libparmetis__iwspacemalloc 
  0.0           10           10          24          96        444 libparmetis__FreeInitialGraphAndRemap 
  0.0            5           10       11254       11793          1 gk_mcoreMalloc 
  0.0           10           10        1152           0          9 libmetis__isorti 
  0.0            9            9         227         382         44 gk_realloc 
  0.0            1            8        3097        3097          3 libmetis__imalloc 
  0.0            2            7        4104        4104          2 libparmetis__rwspacemalloc 
  0.0        0.812            6          24          72        288 libparmetis__FreeCtrl 
  0.0            6            6        1296         480          5 libparmetis__FastRandomPermute 
  0.0        0.606            5          24          48        240 libparmetis__FreeWSpace 
  0.0            4            4       13179           0          0 libparmetis__BSearch 
  0.0            2            3        4150        4150          1 gk_mcorePush 
  0.0            2            3        4150         539          1 gk_mcorePop 
  0.0            3            3       15404           0          0 gk_mcoreAdd 
  0.0        0.828            3        1368        1368          3 libparmetis__ikvwspacemalloc 
  0.0            3            3          24          48        140 gk_malloc_init 
  0.0        0.528            3         144         432         23 libparmetis__FreeGraph 
  0.0         0.13            2         168         168         13 libparmetis__FreeNonGraphFields 
  0.0            1            1        6345           0          0 libparmetis__IsHBalanceBetterTT 
  0.0            1            1        5590           0          0 gk_gkmcoreAdd 
  0.0            1            1        5566           0          0 gk_gkmcoreDel 
  0.0         0.02        0.885          24          24         37 gk_mcoreDestroy 
  0.0        0.879        0.879        1080           0          1 libparmetis__RandomPermute 
  0.0        0.875        0.875        2928           0          0 libmetis__rset 
  0.0        0.789        0.864         168          78          5 libparmetis__CommUpdateNnbrs 
  0.0        0.277        0.687         408         408          2 libmetis__rmalloc 
  0.0        0.382         0.66         168         336          4 libparmetis__CreateGraph 
  0.0         0.55         0.55         312           0          2 libmetis__iincset 
  0.0        0.507        0.507         288           0          2 libmetis__ikvsortii 
  0.0        0.224        0.449          24          24         19 libparmetis__AllocateWSpace 
  0.0        0.192         0.44         192         384          2 libmetis__rsmalloc 
  0.0        0.291        0.425          24          24         18 libparmetis__SetupGraph_nvwgts 
  0.0        0.406        0.419          24          48         17 gk_malloc_cleanup 
  0.0        0.416        0.416        1344           0          0 libparmetis__ravg 
  0.0        0.248        0.401          96          96          4 libparmetis__gkMPI_Comm_size 
  0.0        0.372        0.372        1200           0          0 libmetis__rcopy 
  0.0         0.37         0.37        1387           0          0 libparmetis__IsHBalanceBetterFT 
  0.0        0.106        0.312         144         144          2 libmetis__ikvmalloc 
  0.0        0.249        0.249          48           0          5 MPI_Comm_free() 
  0.0        0.038        0.247          24          24         10 libparmetis__gkMPI_Comm_free 
  0.0        0.028        0.225          24          72          9 gk_mcoreCreate 
  0.0        0.102         0.19         120         120          2 libparmetis__gkMPI_Comm_rank 
  0.0        0.014        0.155          24          24          6 libparmetis__AllocateRefinementWorkSpace 
  0.0        0.153        0.153          96           0          2 MPI_Comm_size() 
  0.0        0.145        0.153          24          24          6 gk_gkmcorePush 
  0.0        0.088        0.088         120           0          1 MPI_Comm_rank() 
  0.0        0.077        0.077         168           0          0 libparmetis__InitGraph 
  0.0        0.052        0.052          24           0          2 gk_gkmcoreCreate 
  0.0        0.016        0.016          48           0          0 gk_GetCurMemoryUsed 
  0.0        0.016        0.016          24           0          1 libparmetis__ParallelReMapGraph 
  0.0        0.013        0.013          24           0          1 libmetis__rsum 
  0.0        0.011        0.011          48           0          0 libmetis__imax 
  0.0        0.007        0.007          24           0          0 gk_gkmcorePop 
  0.0        0.007        0.007          24           0          0 libparmetis__InitTimers 
  0.0        0.001        0.006           1           1          6 gk_cmalloc 
  0.0        0.006        0.006          24           0          0 gk_gkmcoreDestroy 

FUNCTION SUMMARY (mean):
---------------------------------------------------------------------------------------
%Time    Exclusive    Inclusive       #Call      #Subrs  Inclusive Name
              msec   total msec                          usec/call 
---------------------------------------------------------------------------------------
100.0            2       14,560           1           1   14560882 .TAU application
100.0          924       14,558           1          13   14558816 main 
 91.3            1       13,287           1          16   13287833 ParMETIS_V3_RefineKway 
 87.6            1       12,760           7         156    1822954 libparmetis__Adaptive_Partition 
 55.3         0.19        8,056         242         242      33290 libparmetis__gkMPI_Allreduce 
 55.3        8,056        8,056         242           0      33289 MPI_Allreduce() 
 49.9            8        7,265           6     3665.58    1210879 libparmetis__KWayAdaptiveRefine 
 15.3        0.208        2,221         340         340       6532 libparmetis__gkMPI_Waitall 
 15.3        2,220        2,220         340           0       6532 MPI_Waitall() 
 14.1        0.291        2,056          32         320      64278 libparmetis__ComputeParallelBalance 
 13.4       0.0408        1,953          55          55      35515 libparmetis__GlobalSESum 
 12.4            3        1,798           6        2814     299808 libparmetis__Match_Global 
  8.8            3        1,279          31          31      41281 libparmetis__rprintf 
  8.8        0.027        1,276          31          31      41172 libparmetis__gkMPI_Barrier 
  8.8        1,276        1,276          31           0      41171 MPI_Barrier() 
  8.7        0.559        1,259      1319.5      1319.5        955 libparmetis__gkMPI_Wait 
  8.6        1,259        1,259      1319.5           0        954 MPI_Wait() 
  8.3            2        1,205          72     5371.67      16748 libparmetis__CommChangedInterfaceData 
  3.9        0.784          573          31     1245.17      18495 libparmetis__CommInterfaceData 
  3.6            2          523           7     5111.12      74760 libparmetis__ComputePartitionParams 
  2.9            2          424           6     854.458      70724 libparmetis__CreateCoarseGraph_Global 
  2.4            3          354           7     414.167      50603 libparmetis__CommSetup 
  1.9      0.00567          276           8           8      34594 libparmetis__GlobalSEMax 
  1.7        0.213          251           1           4     251154 libparmetis__PrintPostPartInfo 
  1.7            6          246           1     18.9583     246862 ParallelReadGraph 
  1.6      0.00513          239           7           7      34184 libparmetis__GlobalSEMin 
  1.5       0.0117          221           7           7      31676 libparmetis__gkMPI_Alltoall 
  1.5          221          221           7           0      31674 MPI_Alltoall() 
  1.2          176          176     4.79167           0      36878 MPI_Recv() 
  1.2      0.00537          176     3.83333     3.83333      46083 libparmetis__gkMPI_Recv 
  1.1      0.00921          158           6           6      26447 libparmetis__gkMPI_Allgather 
  1.1          158          158           6           0      26445 MPI_Allgather() 
  0.8          120          120           2           0      60272 MPI_Comm_dup() 
  0.7       0.0943          103           1          13     103599 libparmetis__Mc_ComputeMoveStatistics 
  0.6       0.0529           86           1           9      86855 libparmetis__SetupGraph 
  0.5        0.302           74           1           4      74816 libparmetis__CheckInputsPartKway 
  0.5       0.0122           74           1           1      74509 libparmetis__GlobalSESumComm 
  0.4         0.17           63           1          10      63475 libparmetis__SetupCtrl 
  0.4       0.0235           55          28          28       1994 libparmetis__gkMPI_Bcast 
  0.4           55           55          28           0       1993 MPI_Bcast() 
  0.3     0.000833           48           1           1      48497 libparmetis__GlobalSEMinComm 
  0.2      0.00129           31           1           3      31653 libparmetis__SetupCtrl_invtvwgts 
  0.2        0.137           23           6     65.6667       3987 libparmetis__ProjectPartition 
  0.1           12           12     4.79167           0       2671 MPI_Send() 
  0.1            1           12     3648.92     3648.92          3 libparmetis__gkMPI_Isend 
  0.1           10           10     3648.92           0          3 MPI_Isend() 
  0.1            5           10           1     5.83333      10692 WritePVector 
  0.1      0.00213            7     3.83333     3.83333       2074 libparmetis__gkMPI_Send 
  0.0            5            5          31           0        179 libmetis__ikvsorti 
  0.0            1            2     3648.92     3648.92          1 libparmetis__gkMPI_Irecv 
  0.0            1            1        2954        2954          1 libparmetis__gkMPI_Get_count 
  0.0            1            1     3648.92           0          0 MPI_Irecv() 
  0.0            1            1     5189.54     6.20833          0 libparmetis__cnbrpoolGetNext 
  0.0        0.765            1     30.0833     60.1667         38 libmetis__ismalloc 
  0.0        0.735        0.735     85.9167           0          9 libmetis__icopy 
  0.0        0.702        0.702     72.0833           0         10 libmetis__iset 
  0.0        0.244        0.668     468.917     468.917          1 libparmetis__wspacemalloc 
  0.0        0.642        0.642        2954           0          0 MPI_Get_count() 
  0.0        0.457        0.514        57.5     225.458          9 gk_free 
  0.0        0.454        0.513     231.625     222.458          2 gk_malloc 
  0.0        0.494        0.494          31           0         16 libmetis__isum 
  0.0        0.135        0.481     240.917     240.917          2 libparmetis__iwspacemalloc 
  0.0        0.421        0.444           1           4        444 libparmetis__FreeInitialGraphAndRemap 
  0.0         0.24        0.424     468.917     491.375          1 gk_mcoreMalloc 
  0.0        0.419        0.419          48           0          9 libmetis__isorti 
  0.0        0.407        0.413     9.45833     15.9167         44 gk_realloc 
  0.0       0.0695        0.355     129.042     129.042          3 libmetis__imalloc 
  0.0        0.102        0.307         171         171          2 libparmetis__rwspacemalloc 
  0.0       0.0338        0.288           1           3        288 libparmetis__FreeCtrl 
  0.0        0.259        0.267          54          20          5 libparmetis__FastRandomPermute 
  0.0       0.0253         0.24           1           2        240 libparmetis__FreeWSpace 
  0.0        0.168        0.168     549.125           0          0 libparmetis__BSearch 
  0.0        0.118        0.165     172.917     172.917          1 gk_mcorePush 
  0.0       0.0855        0.157     172.917     22.4583          1 gk_mcorePop 
  0.0        0.156        0.156     641.833           0          0 gk_mcoreAdd 
  0.0       0.0345        0.152          57          57          3 libparmetis__ikvwspacemalloc 
  0.0        0.131         0.14           1           2        140 gk_malloc_init 
  0.0        0.022        0.139           6          18         23 libparmetis__FreeGraph 
  0.0      0.00542       0.0877           7           7         13 libparmetis__FreeNonGraphFields 
  0.0       0.0626       0.0626     264.375           0          0 libparmetis__IsHBalanceBetterTT 
  0.0        0.062        0.062     232.917           0          0 gk_gkmcoreAdd 
  0.0       0.0598       0.0598     231.917           0          0 gk_gkmcoreDel 
  0.0     0.000833       0.0369           1           1         37 gk_mcoreDestroy 
  0.0       0.0366       0.0366          45           0          1 libparmetis__RandomPermute 
  0.0       0.0365       0.0365         122           0          0 libmetis__rset 
  0.0       0.0329        0.036           7        3.25          5 libparmetis__CommUpdateNnbrs 
  0.0       0.0115       0.0286          17          17          2 libmetis__rmalloc 
  0.0       0.0159       0.0275           7          14          4 libparmetis__CreateGraph 
  0.0       0.0229       0.0229          13           0          2 libmetis__iincset 
  0.0       0.0211       0.0211          12           0          2 libmetis__ikvsortii 
  0.0      0.00933       0.0187           1           1         19 libparmetis__AllocateWSpace 
  0.0        0.008       0.0183           8          16          2 libmetis__rsmalloc 
  0.0       0.0121       0.0177           1           1         18 libparmetis__SetupGraph_nvwgts 
  0.0       0.0169       0.0175           1           2         17 gk_malloc_cleanup 
  0.0       0.0173       0.0173          56           0          0 libparmetis__ravg 
  0.0       0.0103       0.0167           4           4          4 libparmetis__gkMPI_Comm_size 
  0.0       0.0155       0.0155          50           0          0 libmetis__rcopy 
  0.0       0.0154       0.0154     57.7917           0          0 libparmetis__IsHBalanceBetterFT 
  0.0      0.00442        0.013           6           6          2 libmetis__ikvmalloc 
  0.0       0.0104       0.0104           2           0          5 MPI_Comm_free() 
  0.0      0.00158       0.0103           1           1         10 libparmetis__gkMPI_Comm_free 
  0.0      0.00117      0.00937           1           3          9 gk_mcoreCreate 
  0.0      0.00425      0.00792           5           5          2 libparmetis__gkMPI_Comm_rank 
  0.0     0.000583      0.00646           1           1          6 libparmetis__AllocateRefinementWorkSpace 
  0.0      0.00637      0.00637           4           0          2 MPI_Comm_size() 
  0.0      0.00604      0.00637           1           1          6 gk_gkmcorePush 
  0.0      0.00367      0.00367           5           0          1 MPI_Comm_rank() 
  0.0      0.00321      0.00321           7           0          0 libparmetis__InitGraph 
  0.0      0.00217      0.00217           1           0          2 gk_gkmcoreCreate 
  0.0     0.000667     0.000667           2           0          0 gk_GetCurMemoryUsed 
  0.0     0.000667     0.000667           1           0          1 libparmetis__ParallelReMapGraph 
  0.0     0.000542     0.000542           1           0          1 libmetis__rsum 
  0.0     0.000458     0.000458           2           0          0 libmetis__imax 
  0.0     0.000292     0.000292           1           0          0 gk_gkmcorePop 
  0.0     0.000292     0.000292           1           0          0 libparmetis__InitTimers 
  0.0     4.17E-05      0.00025   0.0416667   0.0416667          6 gk_cmalloc 
  0.0      0.00025      0.00025           1           0          0 gk_gkmcoreDestroy 
