Reading Profile files in /users/misc/raditya/Mar29/traces/profile.*

FUNCTION SUMMARY (total):
---------------------------------------------------------------------------------------
%Time    Exclusive    Inclusive       #Call      #Subrs  Inclusive Name
              msec   total msec                          usec/call 
---------------------------------------------------------------------------------------
  0.0        0.092          216         188         188       1153 libparmetis__gkMPI_Send 
  0.0          115          178      283080      283080          1 libparmetis__gkMPI_Get_count 
  0.0          175          175      572955           0          0 libmetis__rpqUpdate 
  0.0          142          142      355556           0          0 MPI_Irecv() 
  0.0          128          128        1730           0         75 libmetis__ikvsorti 
  0.0          128          128      454196           0          0 gk_randint64 
  0.0           72           72      251616           0          0 libmetis__rpqInsert 
  0.0            1           66        1328        1328         50 libmetis__CreateCoarseGraph 
  0.0           41           65        1328        9296         49 libmetis__CreateCoarseGraphNoMask 
  0.0           63           63      283080           0          0 MPI_Get_count() 
  0.0           46           59       55837       55401          1 gk_malloc 
  0.0           30           51          32         384       1613 libmetis__RefineKWay 
  0.0           30           44       28649       55545          2 gk_free 
  0.0           31           43        1442        2884         30 libmetis__ismalloc 
  0.0           41           41      103906           0          0 libmetis__rpqGetTop 
  0.0           13           40        1232        4928         33 libmetis__Project2WayPartition 
  0.0           11           39       24913       24913          2 libmetis__imalloc 
  0.0           38           38      123690           0          0 libparmetis__BSearch 
  0.0            5           37        6513       13026          6 libmetis__rpqCreate 
  0.0           21           37       45199       47525          1 gk_mcoreMalloc 
  0.0           13           36       25207       25207          1 libparmetis__wspacemalloc 
  0.0            6           33         192        1568        174 libmetis__SetupCtrl 
  0.0            9           32       19814       19814          2 libmetis__iwspacemalloc 
  0.0            7           27        6513       13026          4 libmetis__rpqInit 
  0.0            6           25       12599       12599          2 libparmetis__iwspacemalloc 
  0.0           25           25       20171           0          1 libmetis__iset 
  0.0            1           25         192         192        130 libmetis__InitRandom 
  0.0           19           24        1328        5312         18 libmetis__BucketSortKeysInc 
  0.0            9           23       19992       19992          1 libmetis__wspacemalloc 
  0.0           23           23         192         192        122 libmetis__isrand 
  0.0            5           21        6513       13026          3 libmetis__rpqDestroy 
  0.0           20           20        5627           0          4 libmetis__icopy 
  0.0            3           17        1552       10096         11 libmetis__FreeGraph 
  0.0            2           16        1328        9296         12 libmetis__SetupCoarseGraph 
  0.0            4           15        9440        9440          2 libparmetis__rwspacemalloc 
  0.0           10           15       16454       16454          1 gk_mcorePush 
  0.0           14           14       61653           0          0 gk_mcoreAdd 
  0.0            2           14        1552        9312          9 libmetis__Allocate2WayPartitionMemory 
  0.0           13           13       56171           0          0 gk_gkmcoreDel 
  0.0           12           13          48         192        283 libparmetis__FreeInitialGraphAndRemap 
  0.0            8           13        3158        3213          4 libmetis__Balance2Way 
  0.0            7           12       16454        2326          1 gk_mcorePop 
  0.0           12           12       56411           0          0 gk_gkmcoreAdd 
  0.0            5           12        6513       13026          2 gk_idxsmalloc 
  0.0            3           11        6513        6513          2 libmetis__rpqFree 
  0.0            7           11       39258         335          0 libparmetis__cnbrpoolGetNext 
  0.0        0.822           10         142         142         75 libmetis__Greedy_KWayOptimize 
  0.0            2            9         142        7633         69 libmetis__Greedy_KWayCutOptimize 
  0.0            3            9        8127        8127          1 libmetis__wspacepush 
  0.0            3            8          96       10767         90 libmetis__ProjectKWayPartition 
  0.0            2            8        3168        3168          3 libparmetis__ikvwspacemalloc 
  0.0            3            8        6513        6513          1 libmetis__rkvmalloc 
  0.0            7            7       33361           0          0 libmetis__rpqDelete 
  0.0            1            7         384        1152         19 libparmetis__FreeGraph 
  0.0            6            6         240         288         29 gk_malloc_init 
  0.0            3            6        8127        8127          1 libmetis__wspacepop 
  0.0            6            6        1680           0          4 libparmetis__FastRandomPermute 
  0.0        0.852            6        1728        1728          4 libmetis__FreeRData 
  0.0            5            5          48           0        114 libparmetis__ComputeSerialEdgeCut 
  0.0            4            4         672           0          7 libmetis__ikvsortii 
  0.0        0.342            4         432         432         11 libparmetis__FreeNonGraphFields 
  0.0            4            4         770        1396          6 gk_realloc 
  0.0            3            4        1952        3904          2 libmetis__Compute2WayPartitionParams 
  0.0            3            4         128         384         34 libparmetis__KeepPart 
  0.0        0.946            3          55        3543         71 libmetis__Bnd2WayBalance 
  0.0            1            3         192        1120         20 libmetis__SetupGraph 
  0.0            1            3        2928        2928          1 libmetis__rmalloc 
  0.0            1            3        1552        3104          2 libmetis__CreateGraph 
  0.0            2            2       12190           0          0 libmetis__rpqReset 
  0.0            2            2         384         309          7 libparmetis__CommUpdateNnbrs 
  0.0            2            2       11510          30          0 libmetis__cnbrpoolGetNext 
  0.0        0.639            2         192         384         12 libmetis__FreeCtrl 
  0.0            1            1         240         288          8 gk_malloc_cleanup 
  0.0            1            1        6864           0          0 libmetis__rset 
  0.0            1            1        2688           0          1 libmetis__isorti 
  0.0            1            1        1372           0          1 libparmetis__RandomPermute 
  0.0            1            1        6513           0          0 gk_idxset 
  0.0            1            1        1328          96          1 libmetis__ReAdjustMemory 
  0.0        0.964            1          48         144         37 libparmetis__FreeCtrl 
  0.0            1            1          32        1532         47 libmetis__ComputeKWayPartitionParams 
  0.0            1            1        2512           0          1 libmetis__isum 
  0.0        0.844            1         432         864          3 libparmetis__CreateGraph 
  0.0        0.285            1         272         816          5 gk_mcoreCreate 
  0.0        0.644            1         224         448          6 libmetis__FreeWorkSpace 
  0.0        0.628            1         624        1248          2 libmetis__rsmalloc 
  0.0         0.17            1         224         224          5 libmetis__AllocateWorkSpace 
  0.0            1            1        3606           0          0 libmetis__ComputeLoadImbalanceDiff 
  0.0        0.208        0.983         128         640          8 libmetis__AllocateKWayPartitionMemory 
  0.0        0.902        0.902        3008           0          0 libmetis__rcopy 
  0.0        0.282        0.851         336         336          3 libmetis__ikvmalloc 
  0.0        0.843        0.843        3072           0          0 libparmetis__ravg 
  0.0        0.547        0.835         240         240          3 libparmetis__gkMPI_Comm_size 
  0.0        0.792        0.792         768           0          1 libmetis__iincset 
  0.0         0.28        0.774          16         112         48 libmetis__SplitGraphPart 
  0.0        0.157        0.737         272         272          3 gk_mcoreDestroy 
  0.0        0.348        0.712          48          48         15 libparmetis__AllocateWSpace 
  0.0        0.162        0.712          96          96          7 libparmetis__gkMPI_Comm_free 
  0.0        0.471        0.687         176         176          4 libmetis__rwspacemalloc 
  0.0        0.654        0.654         384           0          2 libparmetis__rargmin_strd 
  0.0        0.641        0.641         144           0          4 MPI_Comm_free() 
  0.0        0.294        0.632          48         144         13 libparmetis__ComputeSerialBalance 
  0.0         0.28        0.574         160         160          4 libmetis__SetupGraph_label 
  0.0        0.387        0.564         288         288          2 libparmetis__gkMPI_Comm_rank 
  0.0        0.465        0.465         384           0          1 libparmetis__rargmax_strd 
  0.0        0.314         0.46          48          48         10 libparmetis__SetupGraph_nvwgts 
  0.0        0.066        0.414          48          96          9 libparmetis__FreeWSpace 
  0.0        0.083        0.406          32         256         13 libmetis__SetupSplitGraph 
  0.0        0.331        0.402         240         240          2 gk_gkmcorePush 
  0.0         0.39         0.39         192           0          2 gk_sigtrap 
  0.0         0.39         0.39        1552           0          0 libmetis__InitGraph 
  0.0        0.069        0.337          48          48          7 libparmetis__AllocateRefinementWorkSpace 
  0.0        0.311        0.311         192           0          2 gk_randinit 
  0.0        0.309        0.309         288           0          1 MPI_Comm_size() 
  0.0        0.308        0.308         192           0          2 gk_siguntrap 
  0.0        0.147        0.274         224         224          1 libmetis__SetupGraph_tvwgt 
  0.0        0.072        0.259          96          96          3 libmetis__irealloc 
  0.0        0.256        0.256         896           0          0 libmetis__rsum 
  0.0        0.199        0.199         592           0          0 libparmetis__IsHBalanceBetterFT 
  0.0        0.141        0.193         192         192          1 libmetis__CheckParams 
  0.0        0.177        0.177         288           0          1 MPI_Comm_rank() 
  0.0         0.16         0.16         432           0          0 libparmetis__InitGraph 
  0.0        0.052        0.144          96          96          2 gk_imalloc 
  0.0        0.092        0.125          80          80          2 METIS_SetDefaultOptions 
  0.0        0.052        0.113           2           4         56 libmetis__Match_2Hop 
  0.0        0.103        0.103          48           0          2 gk_gkmcoreCreate 
  0.0        0.089        0.089         352           0          0 libmetis__rscale 
  0.0         0.03        0.083          32          32          3 libmetis__AllocateRefinementWorkSpace 
  0.0         0.06        0.082          96          96          1 libmetis__IsBalanced 
  0.0        0.075        0.075         240           0          0 gk_gkmcorePop 
  0.0        0.068        0.068         176           0          0 libmetis__Setup2WayBalMultipliers 
  0.0        0.054        0.054         192           0          0 libmetis__metis_rcode 
  0.0        0.051        0.051         155           0          0 libparmetis__IsHBalanceBetterTT 
  0.0        0.026        0.041           2          12         20 libmetis__Match_2HopAll 
  0.0        0.032         0.04          18          18          2 libmetis__ComputeKWayBoundary 
  0.0        0.037        0.037          96           0          0 gk_GetCurMemoryUsed 
  0.0        0.034        0.034         128           0          0 libmetis__cnbrpoolReset 
  0.0        0.027        0.027          48           0          1 gk_gkmcoreDestroy 
  0.0        0.021        0.021          48           0          0 libparmetis__ParallelReMapGraph 
  0.0        0.004         0.02           2          10         10 libmetis__Match_2HopAny 
  0.0        0.016        0.016          48           0          0 libparmetis__InitTimers 
  0.0        0.015        0.015          32           0          0 gk_log2 
  0.0        0.012        0.012          32           0          0 libmetis__SetupKWayBalMultipliers 
  0.0            0        0.006           1           1          6 gk_cmalloc 
  0.0        0.002        0.004           2           2          2 libmetis__ikvwspacemalloc 

FUNCTION SUMMARY (mean):
---------------------------------------------------------------------------------------
%Time    Exclusive    Inclusive       #Call      #Subrs  Inclusive Name
              msec   total msec                          usec/call 
---------------------------------------------------------------------------------------
100.0            3       18,389           1           1   18389664 .TAU application
100.0        1,548       18,386           1          13   18386617 main 
 89.2            1       16,405           1          16   16405956 ParMETIS_V3_PartKway 
 87.5            1       16,084           8         214    2010535 libparmetis__Global_Partition 
 51.2        0.244        9,406         277         277      33958 libparmetis__gkMPI_Allreduce 
 51.1        9,406        9,406         277           0      33957 MPI_Allreduce() 
 44.7            2        8,212           7     5876.04    1173228 libparmetis__KWayFM 
 13.9         0.24        2,552          36         360      70916 libparmetis__ComputeParallelBalance 
 13.7            3        2,513          67          67      37513 libparmetis__rprintf 
 13.6       0.0582        2,510          67          67      37465 libparmetis__gkMPI_Barrier 
 13.6        2,510        2,510          67           0      37464 MPI_Barrier() 
 11.8        0.241        2,168         382         382       5676 libparmetis__gkMPI_Waitall 
 11.8        2,167        2,167         382           0       5675 MPI_Waitall() 
 10.5            3        1,928           7        5370     275457 libparmetis__Match_Global 
  8.9            1        1,628     3325.75     3325.75        490 libparmetis__gkMPI_Wait 
  8.8        1,627        1,627     3325.75           0        489 MPI_Wait() 
  8.6       0.0353        1,584          46          46      34445 libparmetis__GlobalSESum 
  7.7            3        1,419          84     10369.2      16905 libparmetis__CommChangedInterfaceData 
  3.5        0.703          642           8     837.979      80306 libparmetis__ComputePartitionParams 
  3.1            2          569           7     3900.21      81363 libparmetis__CreateCoarseGraph_Global 
  2.9        0.844          531          29     1887.67      18320 libparmetis__CommInterfaceData 
  1.9            1          351           1          44     351046 libparmetis__InitPartition 
  1.8      0.00719          336           8           8      42016 libparmetis__GlobalSEMinFloat 
  1.8            1          333           8     670.917      41640 libparmetis__CommSetup 
  1.7      0.00673          318           8           8      39754 libparmetis__GlobalSEMin 
  1.6       0.0102          290           9           9      32226 libparmetis__GlobalSEMax 
  1.5       0.0075          277           8           8      34739 libparmetis__GlobalSEMaxFloat 
  1.5            3          275           1     18.9792     275189 ParallelReadGraph 
  1.3          235          235     4.89583           0      48017 MPI_Recv() 
  1.2       0.0119          220           8           8      27531 libparmetis__gkMPI_Allgather 
  1.2          220          220           8           0      27530 MPI_Allgather() 
  1.2      0.00438          216     3.91667     3.91667      55204 libparmetis__gkMPI_Recv 
  1.2        0.012          212           8           8      26568 libparmetis__gkMPI_Alltoall 
  1.2          212          212           8           0      26567 MPI_Alltoall() 
  0.6          108          108           2           0      54394 MPI_Comm_dup() 
  0.5        0.234          100           1          18     100161 libparmetis__AssembleAdaptiveGraph 
  0.5      0.00177           99           1           3      99198 libparmetis__PrintPostPartInfo 
  0.4            2           76           1     5.91667      76608 WritePVector 
  0.4        0.239           74           7     567.167      10582 libparmetis__ProjectPartition 
  0.4        0.279           72           1           4      72435 libparmetis__CheckInputsPartKway 
  0.4       0.0115           72           1           1      72153 libparmetis__GlobalSESumComm 
  0.4       0.0482           71           1           5      71221 libparmetis__gkMPI_Allgatherv 
  0.4           71           71           1           0      71166 MPI_Allgatherv() 
  0.3           59           59     4.89583           0      12104 MPI_Send() 
  0.3       0.0259           58          33          33       1764 libparmetis__gkMPI_Bcast 
  0.3           58           58          33           0       1764 MPI_Bcast() 
  0.3        0.162           57           1          10      57144 libparmetis__SetupCtrl 
  0.2        0.908           37     3.33333     33.3333      11181 METIS_PartGraphRecursive 
  0.2      0.00377           35           1           1      35558 libparmetis__gkMPI_Comm_split 
  0.2           35           35           1           0      35554 MPI_Comm_split() 
  0.2       0.0773           35     3.66667          34       9683 libmetis__MlevelRecursiveBisection 
  0.2         0.72           35     3.66667     44.1875       9641 libmetis__MultilevelBisect 
  0.2            3           34     7407.42     7407.42          5 libparmetis__gkMPI_Isend 
  0.2       0.0265           30           1           3      30764 libparmetis__SetupGraph 
  0.2       0.0121           30           1           3      30718 libparmetis__SetupCtrl_invtvwgts 
  0.2           30           30     7407.42           0          4 MPI_Isend() 
  0.2     0.000833           28           1           1      28924 libparmetis__GlobalSEMinComm 
  0.1       0.0434           26     65.7917     65.7917        407 libmetis__FM_2WayRefine 
  0.1            6           26     65.7917     20906.5        407 libmetis__FM_2WayCutRefine 
  0.1       0.0396           17     6.66667          97       2636 libmetis__Refine2Way 
  0.1            2           14     160.917     9428.96         91 libmetis__irandArrayPermute 
  0.1       0.0623           13    0.666667           8      19802 METIS_PartGraphKway 
  0.1        0.201           13    0.666667     7.33333      19669 libmetis__MlevelKWayPartitioning 
  0.1            4           12     9462.42     9462.42          1 libmetis__irandInRange 
  0.1       0.0163           11     6.66667     6.66667       1770 libmetis__Init2WayPartition 
  0.1            1           11     6.66667     256.854       1768 libmetis__GrowBisection 
  0.1       0.0147           11    0.666667     2.66667      17340 libmetis__InitKWayPartitioning 
  0.0            5            7     9462.42     9462.42          1 libmetis__irand 
  0.0            3            6     7407.42     7407.42          1 libparmetis__gkMPI_Irecv 
  0.0       0.0287            5     7.33333     52.3333        748 libmetis__CoarsenGraph 
  0.0            1            5     27.6667     276.708        196 libmetis__Match_SHEM 
  0.0      0.00192            4     3.91667     3.91667       1153 libparmetis__gkMPI_Send 
  0.0            2            3      5897.5      5897.5          1 libparmetis__gkMPI_Get_count 
  0.0            3            3     11936.6           0          0 libmetis__rpqUpdate 
  0.0            2            2     7407.42           0          0 MPI_Irecv() 
  0.0            2            2     36.0417           0         75 libmetis__ikvsorti 
  0.0            2            2     9462.42           0          0 gk_randint64 
  0.0            1            1        5242           0          0 libmetis__rpqInsert 
  0.0       0.0293            1     27.6667     27.6667         50 libmetis__CreateCoarseGraph 
  0.0        0.855            1     27.6667     193.667         49 libmetis__CreateCoarseGraphNoMask 
  0.0            1            1      5897.5           0          0 MPI_Get_count() 
  0.0        0.978            1     1163.27     1154.19          1 gk_malloc 
  0.0         0.64            1    0.666667           8       1613 libmetis__RefineKWay 
  0.0        0.636         0.92     596.854     1157.19          2 gk_free 
  0.0        0.666        0.908     30.0417     60.0833         30 libmetis__ismalloc 
  0.0        0.862        0.862     2164.71           0          0 libmetis__rpqGetTop 
  0.0        0.284        0.843     25.6667     102.667         33 libmetis__Project2WayPartition 
  0.0        0.248        0.818     519.021     519.021          2 libmetis__imalloc 
  0.0        0.809        0.809     2576.88           0          0 libparmetis__BSearch 
  0.0        0.113        0.784     135.688     271.375          6 libmetis__rpqCreate 
  0.0        0.456        0.778     941.646     990.104          1 gk_mcoreMalloc 
  0.0        0.273         0.75     525.146     525.146          1 libparmetis__wspacemalloc 
  0.0        0.142        0.697           4     32.6667        174 libmetis__SetupCtrl 
  0.0        0.188        0.676     412.792     412.792          2 libmetis__iwspacemalloc 
  0.0        0.152        0.577     135.688     271.375          4 libmetis__rpqInit 
  0.0        0.144        0.532     262.479     262.479          2 libparmetis__iwspacemalloc 
  0.0        0.523        0.523     420.229           0          1 libmetis__iset 
  0.0       0.0338        0.521           4           4        130 libmetis__InitRandom 
  0.0        0.407        0.511     27.6667     110.667         18 libmetis__BucketSortKeysInc 
  0.0        0.192        0.493       416.5       416.5          1 libmetis__wspacemalloc 
  0.0        0.481        0.487           4           4        122 libmetis__isrand 
  0.0        0.104        0.451     135.688     271.375          3 libmetis__rpqDestroy 
  0.0        0.417        0.417     117.229           0          4 libmetis__icopy 
  0.0       0.0697        0.364     32.3333     210.333         11 libmetis__FreeGraph 
  0.0        0.058        0.341     27.6667     193.667         12 libmetis__SetupCoarseGraph 
  0.0        0.102        0.329     196.667     196.667          2 libparmetis__rwspacemalloc 
  0.0        0.225        0.315     342.792     342.792          1 gk_mcorePush 
  0.0          0.3          0.3     1284.44           0          0 gk_mcoreAdd 
  0.0       0.0577        0.297     32.3333         194          9 libmetis__Allocate2WayPartitionMemory 
  0.0        0.289        0.289     1170.23           0          0 gk_gkmcoreDel 
  0.0        0.259        0.283           1           4        283 libparmetis__FreeInitialGraphAndRemap 
  0.0        0.179        0.282     65.7917     66.9375          4 libmetis__Balance2Way 
  0.0        0.146         0.26     342.792     48.4583          1 gk_mcorePop 
  0.0        0.258        0.258     1175.23           0          0 gk_gkmcoreAdd 
  0.0        0.117        0.258     135.688     271.375          2 gk_idxsmalloc 
  0.0       0.0711        0.248     135.688     135.688          2 libmetis__rpqFree 
  0.0        0.165        0.239     817.875     6.97917          0 libparmetis__cnbrpoolGetNext 
  0.0       0.0171        0.222     2.95833     2.95833         75 libmetis__Greedy_KWayOptimize 
  0.0       0.0474        0.205     2.95833     159.021         69 libmetis__Greedy_KWayCutOptimize 
  0.0       0.0822          0.2     169.312     169.312          1 libmetis__wspacepush 
  0.0       0.0832         0.18           2     224.312         90 libmetis__ProjectKWayPartition 
  0.0       0.0444         0.18          66          66          3 libparmetis__ikvwspacemalloc 
  0.0       0.0638        0.167     135.688     135.688          1 libmetis__rkvmalloc 
  0.0        0.165        0.165     695.021           0          0 libmetis__rpqDelete 
  0.0       0.0264        0.151           8          24         19 libparmetis__FreeGraph 
  0.0        0.134        0.145           5           6         29 gk_malloc_init 
  0.0       0.0807        0.143     169.312     169.312          1 libmetis__wspacepop 
  0.0        0.142        0.142          35           0          4 libparmetis__FastRandomPermute 
  0.0       0.0177        0.137          36          36          4 libmetis__FreeRData 
  0.0        0.114        0.114           1           0        114 libparmetis__ComputeSerialEdgeCut 
  0.0        0.103        0.103          14           0          7 libmetis__ikvsortii 
  0.0      0.00713       0.0983           9           9         11 libparmetis__FreeNonGraphFields 
  0.0       0.0849       0.0946     16.0417     29.0833          6 gk_realloc 
  0.0       0.0761       0.0943     40.6667     81.3333          2 libmetis__Compute2WayPartitionParams 
  0.0        0.081       0.0896     2.66667           8         34 libparmetis__KeepPart 
  0.0       0.0197       0.0813     1.14583     73.8125         71 libmetis__Bnd2WayBalance 
  0.0       0.0331       0.0806           4     23.3333         20 libmetis__SetupGraph 
  0.0       0.0312       0.0787          61          61          1 libmetis__rmalloc 
  0.0       0.0357       0.0688     32.3333     64.6667          2 libmetis__CreateGraph 
  0.0       0.0614       0.0614     253.958           0          0 libmetis__rpqReset 
  0.0        0.047       0.0564           8      6.4375          7 libparmetis__CommUpdateNnbrs 
  0.0       0.0486       0.0563     239.792       0.625          0 libmetis__cnbrpoolGetNext 
  0.0       0.0133       0.0486           4           8         12 libmetis__FreeCtrl 
  0.0       0.0393       0.0414           5           6          8 gk_malloc_cleanup 
  0.0       0.0406       0.0406         143           0          0 libmetis__rset 
  0.0       0.0402       0.0402          56           0          1 libmetis__isorti 
  0.0       0.0386       0.0386     28.5833           0          1 libparmetis__RandomPermute 
  0.0       0.0375       0.0375     135.688           0          0 gk_idxset 
  0.0        0.032       0.0374     27.6667           2          1 libmetis__ReAdjustMemory 
  0.0       0.0201       0.0374           1           3         37 libparmetis__FreeCtrl 
  0.0       0.0246       0.0316    0.666667     31.9167         47 libmetis__ComputeKWayPartitionParams 
  0.0       0.0307       0.0307     52.3333           0          1 libmetis__isum 
  0.0       0.0176       0.0306           9          18          3 libparmetis__CreateGraph 
  0.0      0.00594       0.0295     5.66667          17          5 gk_mcoreCreate 
  0.0       0.0134       0.0269     4.66667     9.33333          6 libmetis__FreeWorkSpace 
  0.0       0.0131       0.0265          13          26          2 libmetis__rsmalloc 
  0.0      0.00354       0.0255     4.66667     4.66667          5 libmetis__AllocateWorkSpace 
  0.0       0.0238       0.0238      75.125           0          0 libmetis__ComputeLoadImbalanceDiff 
  0.0      0.00433       0.0205     2.66667     13.3333          8 libmetis__AllocateKWayPartitionMemory 
  0.0       0.0188       0.0188     62.6667           0          0 libmetis__rcopy 
  0.0      0.00588       0.0177           7           7          3 libmetis__ikvmalloc 
  0.0       0.0176       0.0176          64           0          0 libparmetis__ravg 
  0.0       0.0114       0.0174           5           5          3 libparmetis__gkMPI_Comm_size 
  0.0       0.0165       0.0165          16           0          1 libmetis__iincset 
  0.0      0.00583       0.0161    0.333333     2.33333         48 libmetis__SplitGraphPart 
  0.0      0.00327       0.0154     5.66667     5.66667          3 gk_mcoreDestroy 
  0.0      0.00725       0.0148           1           1         15 libparmetis__AllocateWSpace 
  0.0      0.00337       0.0148           2           2          7 libparmetis__gkMPI_Comm_free 
  0.0      0.00981       0.0143     3.66667     3.66667          4 libmetis__rwspacemalloc 
  0.0       0.0136       0.0136           8           0          2 libparmetis__rargmin_strd 
  0.0       0.0134       0.0134           3           0          4 MPI_Comm_free() 
  0.0      0.00613       0.0132           1           3         13 libparmetis__ComputeSerialBalance 
  0.0      0.00583        0.012     3.33333     3.33333          4 libmetis__SetupGraph_label 
  0.0      0.00806       0.0118           6           6          2 libparmetis__gkMPI_Comm_rank 
  0.0      0.00969      0.00969           8           0          1 libparmetis__rargmax_strd 
  0.0      0.00654      0.00958           1           1         10 libparmetis__SetupGraph_nvwgts 
  0.0      0.00137      0.00863           1           2          9 libparmetis__FreeWSpace 
  0.0      0.00173      0.00846    0.666667     5.33333         13 libmetis__SetupSplitGraph 
  0.0       0.0069      0.00838           5           5          2 gk_gkmcorePush 
  0.0      0.00813      0.00813           4           0          2 gk_sigtrap 
  0.0      0.00813      0.00813     32.3333           0          0 libmetis__InitGraph 
  0.0      0.00144      0.00702           1           1          7 libparmetis__AllocateRefinementWorkSpace 
  0.0      0.00648      0.00648           4           0          2 gk_randinit 
